"","spp","countryCode","stateProvince","locality","lon","lat"
"2669","Alchornea triplinervia ","BR","São Paulo","Estação Ecológica de Angatuba, Estrada de terra a oeste do Centro Administrativo da UC. Crescendo na beira da rodovia em vegetação de cerradão",-48.21009,-23.23852
"2670","Croton urucurana ","BR","Mato Grosso do Sul","Mata aberta - Terreno Chico Neto.",-57.850278,-21.700278
"2671","Copaifera langsdorffii ","BR","São Paulo","Poço Grande",-45.634722,-22.977778
"2672","Croton urucurana ","BR","São Paulo","Eugênio de Melo",-45.785156,-23.126153
"2673","Alchornea triplinervia ","BR","São Paulo","Poço Grande",-45.634722,-22.977778
"2674","Panicum maximum ","BR","São Paulo","Parque Estadual de Porto Ferreira, Trilha da lagoa.",-47.416667,-21.816667
"2675","Senna multijuga ","BR","São Paulo","Parque Andreense, Subprefeitura de Paranapiacaba, Parque das Garças, trilha na estrada do gasoduto",-46.397408,-23.786006
"2676","Solanum granulosoleprosum ","BR","São Paulo","Subprefeitura de Paranapiacaba e Parque Andreense, rua José Henrique de Lima",-46.457789,-23.754244
"2677","Alchornea triplinervia ","BR","São Paulo","Paranapiacaba, Núcleo Olho D' Água",-46.299078,-23.779742
"2678","Persea americana ","BR","São Paulo","Paranapiacaba, Estrada de Paranapiacaba",-46.303558,-23.771278
"2679","Solanum granulosoleprosum ","BR","São Paulo","Parque Andreense, Rua Felipe dos Santos",-46.4675,-23.755733
"2680","Croton urucurana ","BR","São Paulo","Parque Andreense, Clube Campista da Mercedes",-46.461047,-23.783147
"2681","Inga vera ","BR","São Paulo","Paranapiacaba, Núcleo Olho D'Água",-46.299058,-23.780086
"2682","Inga marginata ","BR","São Paulo","Subprefeitura de Paranapiacaba e Parque Andreense, Campo Grande",-46.337592,-23.762081
"2683","Alchornea triplinervia ","BR","São Paulo","Subprefeitura de Paranapiacaba e Parque Andreense, rua Jaraguá do Sul",-46.472247,-23.771644
"2684","Alchornea triplinervia ","BR","São Paulo","Subprefeitura de Paranapiacaba e Parque Andreense, estrada do gasoduto",-46.407083,-23.792222
"2685","Inga marginata ","BR","Rio de Janeiro","Serra de Friburgo, estrada BR 116",-43.446111,-22.583333
"2686","Citharexylum myrianthum ","BR","Bahia","3 km north of Rodoviária, Mata da Esperança, forest near dam. Southern Bahian Wet Forest",-39.069167,-14.781944
"2687","Acnistus arborescens ","BR","Bahia","Rodovia Jussari/Palmira, entrada ca. 7.5 km da sede do município. Fazenda Teimoso, 1.5 km E da entrada",-39.528889,-15.158611
"2688","Apuleia leiocarpa ","BR","Rio de Janeiro","Região SE do RJ, REbio Tinguá, estrada da Serra Velha, 150m após a Caixa coletora da REunião, floresta de encosta",-43.4245,-22.588056
"2689","Senna multijuga ","BR","Minas Gerais","Serra do Cipó, Morro da Pedreira, segundo grupo, grande afloramento de metacalcáreo, mata semidecídua",-43.666667,-19.333333
"2690","Paubrasilia echinata ","BR","Pernambuco","Estação Ecol. de Tapacurá. Universidade Federal Rural de Pernambuco, próximo ao alojamento",-35.194556,-8.040139
"2691","Paubrasilia echinata ","BR","Sergipe","Campus da Univers.Fed. de Sergipe. Próximo a reitoria",-37.099889,-10.924056
"2692","Inga marginata ","BO","Santa Cruz","Depto. Santa cruz, Prov. Florida, on road to Bella Vista, 4.5 km S of turnoff at Cuevas of Bermejo-Samaipata highway, steep-sided valley between massive red sandstone hills, distubed scrubby forest, with some Alnus acuminata along stream, much Myrsin",-63.691667,-18.2
"2693","Paubrasilia echinata ","BR","Sergipe","Horto Florestal do Ibura. Entre o Talhão de Eucalipto e a estrada da garagem",-37.141194,-10.842917
"2694","Paubrasilia echinata ","BR","Paraíba","Mina Guaju, Mineradora Millenium Chemicals, entre edificações da área industrial",-34.978583,-6.493556
"2695","Paubrasilia echinata ","BR","Sergipe","Fazenda Lagamar (Cleonâncio Fonseca) estrada da sede",-37.633472,-11.180056
"2696","Paubrasilia echinata ","BR","Sergipe","Campus da Univers.Fed. de Sergipe. Proximo a biblioteca central",-37.101861,-10.926806
"2697","Paubrasilia echinata ","BR","Sergipe","Campus da Univers.Fed. de Sergipe, próximo a reitoria",-37.099889,-10.924056
"2698","Paubrasilia echinata ","BR","Paraíba","Universidade Federal da Paraiba. Campus 1, bosque de pau-brasil em frente a biblioteca central",-34.846417,-7.137417
"2699","Paubrasilia echinata ","BR","Ceará","Centro Cultural Dragão do Mar, praça do entorno",-38.520222,-3.721
"2700","Paubrasilia echinata ","BR","Rio Grande do Norte","Parque Estadual das Dunas. Trilha da Geologia, na encosta de duna a sotavento, solo arenoso",-35.193361,-5.842278
"2701","Paubrasilia echinata ","BR","Rio Grande do Norte","Parque Estadual das Dunas. Trilha de Geologia, em encosta de duna a sotavento solo arenoso",-35.193361,-5.842278
"2702","Paubrasilia echinata ","BR","Paraíba","BR 101, km 38, Natal RN-João Pessoa, próximo ao Posto Rodoviário Federal",-35.138944,-6.820028
"2703","Paubrasilia echinata ","BR","Alagoas","Praça da matriz",-36.175611,-10.126861
"2704","Paubrasilia echinata ","BR","Rio Grande do Norte","Reserva Particular do Patrimônio Natural Mata da Estrela (Destilaria Baia Formosa/Grupo Antõnio Farias), próximo a guarita",-35.023611,-6.374194
"2705","Paubrasilia echinata ","BR","Paraíba","Baía da Traição. Jardim Residencial, Rua Matias Freire",-34.947528,-6.680889
"2706","Paubrasilia echinata ","BR","Rio Grande do Norte","Parque Estadual das Dunas. Trilha da Geologia, restinga arbórea, solo arenoso",-35.183333,-5.825
"2707","Paubrasilia echinata ","BR","Rio Grande do Norte","CATRE, Ministério da Aeronáutica",-35.225,-5.908333
"2708","Paubrasilia echinata ","BR","Alagoas","Área de Preservação Permanente, Reserva do IBAMA, próximo ao estacionamento",-35.740778,-9.614667
"2709","Paubrasilia echinata ","BR","Rio Grande do Norte","Campus UFRN. Pátio do CCHLA. Ornamental, solo arenoso",-35.2,-5.816667
"2710","Paubrasilia echinata ","BR","São Paulo","Floresta Nacional de Lorena",-45.094417,-22.725889
"2711","Paubrasilia echinata ","BR","São Paulo","Floresta Estadual de Avaré",-48.912333,-23.099972
"2712","Paubrasilia echinata ","BR","São Paulo","Floresta Est. Edmundo Navarro de Andrade",-47.546917,-22.411694
"2713","Alchornea triplinervia ","BR","Bahia","Serra do Tombador",-40.73,-11.243056
"2714","Paubrasilia echinata ","BR","São Paulo","Parque da sede do IAC. Centro Experimetnal de Campinas, Fazenda Santa Elisa, Coleção do Monjolinho, quadra 13, linha 1, posição 3",-47.086278,-22.862167
"2715","Paubrasilia echinata ","BR","São Paulo","Jardim Zoobotânico de Franca. Bosque pau-brail",-47.405139,-20.475944
"2716","Paubrasilia echinata ","BR","São Paulo","Parque Estadual das Fontes do Ipiranga, Instituto de Botânica",-46.623917,-23.640417
"2717","Paubrasilia echinata ","BR","São Paulo","Campus da Faculdade de Ciências Agrárias, aplado do col#?#rgio Técnico Agrícola",-48.293944,-21.246472
"2718","Paubrasilia echinata ","BR","São Paulo","Universidade Est. Julio de Mesquita Filho. Campus Rubião Júnior, entre od prédios da fazuldade de medicina e biblioteca central",-48.496917,-22.891472
"2719","Paubrasilia echinata ","BR","São Paulo","Campus da Faculdade de Ciências Agrárias, ao lado do prédio central",-48.292194,-21.24525
"2720","Paubrasilia echinata ","BR","São Paulo","Jardim Botânico Municipal Chico Mendes. Bosque de espécies ameaçadas de extinção",-46.372694,-23.938556
"2721","Paubrasilia echinata ","BR","São Paulo","Universidade de São Paulo, Cidade Universitária, praça do Relógio",-46.722389,-23.558944
"2722","Alchornea triplinervia ","BR","Bahia","Rio Lençois. Mata ciliar.",-41.373889,-12.525
"2723","Paubrasilia echinata ","BR","São Paulo","Parque Brasil 500, Bosque de pau-brasil",-47.162222,-22.786
"2724","Paubrasilia echinata ","BR","São Paulo","Universidade Sagrado Coração. Arboreto, entre a Capela e o prédio da fisioterapia",-49.05175,-22.32975
"2725","Alchornea triplinervia ","BR","Goiás","Parque Estadual da Serra dos Pirineus, Cerrado com afloramento rochoso, solo arenoso. Entre rochas.",-48.875833,-15.804444
"2726","Paubrasilia echinata ","BR","São Paulo","Universidade Est. Julio de Mesquita Filho. Campus Lageado, na lateral da estrada de terra interna para Vitoriana",-48.427389,-22.843056
"2727","Paubrasilia echinata ","BR","São Paulo","Parque da ESALQ. Universidade de S.Paulo, Alameda Principal com 7 árvores de pau-brasil",-47.631083,-22.708417
"2728","Alchornea triplinervia ","BR","Bahia","caminho para a Cachoeira do Fraga.&nf;Campo rupestre.",-41.830556,-13.598056
"2729","Paubrasilia echinata ","BR","São Paulo","Avenida Cruzeiro do Sul",-49.057556,-22.3235
"2730","Paubrasilia echinata ","BR","São Paulo","Estação Experimental de Mogi Guaçu. Bosque pau-brasil",-47.158444,-22.250722
"2731","Paubrasilia echinata ","BR","São Paulo","Universidade Est. Julio de Mesquita Filho. Campus Rubião Júnir, entre os prédios da Faculdade de medicina veterinária e zootecnia",-48.498472,-22.888833
"2732","Paubrasilia echinata ","BR","São Paulo","Campus da Faculdade de Ciências Agrárias .atrás do anfiteatro",-48.294278,-21.246583
"2733","Paubrasilia echinata ","BR","São Paulo","Campus da faculdade de Ciências Agrárias, Aléia de 23 árvores de pau-brasil na saida da guarita dois",-48.303917,-21.246194
"2734","Paubrasilia echinata ","BR","São Paulo","Parque da ESALQ. Universidade de S.Paulo, alameda principal , próximo do restaurante",-47.630778,-22.708306
"2735","Alchornea triplinervia ","BR","Bahia","caminho para Pingadeira.&nf;Mata de encosta. Mata antropizada. Solo areno-pedregoso.",-40.504722,-11.164722
"2736","Alchornea triplinervia ","BR","Minas Gerais","Estrada de Datas para Serro (BR 259). Na beira de um curso d'água em pasto na beira da estrada.",-43.628056,-18.568333
"2737","Paubrasilia echinata ","BR","São Paulo","Parque da ESALQ. Universidade de S.Paulo, na lateral do gramado secundário, próxima a bica",-47.630583,-22.710111
"2738","Croton urucurana ","BR","Goiás","Barra do rio Santo Ant¶nio, próximo à futura balsa.&nf;Mata de galeria.&nf;Relevo plano. Solo arenoso.&nf;-rea de imfluência da futura Hidrelétrica de Cana Brava, influência direta (lago). Ocasional.",-48.049167,-13.526389
"2739","Alchornea glandulosa ","BR","Distrito Federal","Fazenda Sucupira.&nf;Borda da mata do riacho fundo. Solo argiloso.",-48,-15.866667
"2740","Alchornea triplinervia ","BR","Bahia","",-41.207222,-11.590556
"2741","Senegalia polyphylla ","BR","Bahia","Estrada para a comunidade de Pitomba, caatinga",-43.152222,-9.480278
"2742","Senna multijuga ","BR","São Paulo","Parque Estadual Xixová-Japuí, Região de Paranapuã, área degradada em frente ao Chapéu de Sol",-46.371944,-23.976944
"2743","Paubrasilia echinata ","BR","São Paulo","Avenida Ferdinando Viacava, canteiro central com 20 árvoeres de pau-brasil",-47.177778,-22.733556
"2744","Croton urucurana ","BR","Minas Gerais","Região da ponte sobre o rio Preto, a 29 Km do entronacamento BsB/Unaí/Palmital. Na direção de Palmital. Divisa DF/MG. Mata de galeria estreita. Na linha de drenagem do terreno. Relevo plano. Solo argilo-arenoso, com pouca serrapilheira. -rea de influ",-47.309444,-16.0375
"2745","Alchornea triplinervia ","BR","Bahia","caminho para Pingadeira.&nf;Mata de encosta. Mata antropizada. Solo areno-pedregoso.",-40.504722,-11.164722
"2746","Croton urucurana ","BR","Goiás","Fazenda Moranga, estrada da rodovia GO-184 para torre de celular. Mata ciliar.",-51.961111,-18.287222
"2747","Copaifera langsdorffii ","BR","Pernambuco","Mata do malhada, dentro da mata, mata estacional",-36.417722,-8.187333
"2748","Alchornea triplinervia ","BR","Minas Gerais","Arredores do P.E. do Ibitipoca, saindo pelo aceiro da portaria.",-43.904194,-21.705694
"2749","Alchornea glandulosa ","BR","São Paulo","Parque Estadual Xixová-Japuí, Restinga de Paranapuã",-46.371944,-23.976944
"2750","Copaifera langsdorffii ","BR","Pernambuco","Dentro da mata, mata estacional",-35.420417,-8.18725
"2751","Alchornea glandulosa ","BR","São Paulo","Parque Estadual Xixová-Japuí, Região de Paranapuã, em mata atrás do CECOF, margem de córrego.",-46.371944,-23.976944
"2752","Inga marginata ","BR","Rio de Janeiro","Parque Nacional da Serra dos Órgãos, Sede Guapimirim, floresta Ombrófila Densa",-43.001111,-22.496111
"2753","Croton floribundus ","BR","São Paulo","Aldeia Guarani.&nf;Floresta Estacional Semidecidual Submontana perturbada.",-49.316667,-22.166667
"2754","Senna multijuga ","BR","Tocantins","Estrada do Zé Tatu, cerrado em solo litólico",-48.316944,-9.981111
"2755","Handroanthus heptaphyllus ","BR","São Paulo","Parque Municipal Alfredo Volpi",-46.7,-23.583333
"2756","Panicum maximum ","BR","São Paulo","Reserva da Cidade Universitária """"""""Armando de Salles Oliveira"""""""" - CUASO.",-46.716667,-23.55
"2757","Alchornea triplinervia ","BR","Bahia","Trilha arriba-saia-pico do Itobira.&nf;Capão de mata sobre rochas.",-41.866667,-13.5
"2758","Alchornea triplinervia ","BR","Bahia","Vegetação arbustiva em solo arenoso.",-41.206667,-11.591111
"2759","Enterolobium contortisiliquum ","BO","Santa Cruz","Along Río Quirusillas (=Río Mairana), 1.1 km WSW of highway turnoff in in Mairana on dirt road to Villa Ecce Homo",-63.966667,-18.125
"2760","Senegalia polyphylla ","BR","Bahia","Serra do Tombador, Ca. de 20 km W de Jacobina na estrada para Umburanas, campo rupestre com afloramento de quartzito e solo de areia pura",-40.666667,-11.083333
"2761","Apuleia leiocarpa molaris","BO","Santa Cruz","3,5km SW of turnoff at Villa San Isidro from new highway from Buena Vista to Rio Ichilo. On solope at base of northermost hills, clay and gravelly soil. Secondary and remnants of tropical evergreen forest, with some remnant Astrocaryum",-64,-17.416667
"2762","Senegalia polyphylla ","BO","Santa Cruz","Along valley of Río Salado (also Quebrada Salada), 7.4-8km NW of turnoff at Tarumá from highway from Santa Cruz to Samaipata",-63.516667,-18.1
"2763","Apuleia leiocarpa ","BR","Tocantins","Parque Nacional do Araguaia, Sede do parque, Lagoa da Cunfusão, Ilha do Bananal",-50.481111,-10.463333
"2764","Pterogyne nitens ","BO","Santa Cruz","At Bermejo on highway from Santa Cruz to Samaipata",-63.633333,-18.133333
"2765","Croton floribundus ","BR","Mato Grosso do Sul","Estrada Bataguassu-Anaurilândia, á 4,5 Km de Bataguassu.&nf;Cerradão.",-52.439167,-21.754167
"2766","Inga marginata ","BR","Amazonas","Reserva Florestal Ducke, Itacoatiara, km 26, Igarapé do Tinga, floresta da Vertente",-59.966667,-2.883333
"2767","Inga marginata ","BR","Amazonas","Reserva Florestal Ducke, Itacoatiara, km 26",-59.966667,-2.883333
"2768","Copaifera langsdorffii langsdorffii","BR","São Paulo","ARIE Cerrado Pé-de-Gigante",-47.566667,-21.6
"2769","Senegalia polyphylla ","BR","Distrito Federal","APA da Cafuringa, Fazenda Palestina",-48.166667,-15.516667
"2770","Alchornea glandulosa ","BR","São Paulo","Propriedade de Antonio Povinski. &nf;Floresta Atlântica.",-47.876944,-24.675833
"2771","Senegalia polyphylla ","BR","São Paulo","A.R.I.E. Cerrado Pé-de-Gigante",-47.578056,-21.612222
"2772","Anadenanthera peregrina falcata","BR","São Paulo","A.R.I.E. Cerrado pé-de-Gigante",-47.578056,-21.612222
"2773","Senegalia polyphylla ","BR","São Paulo","A.R.I.E. Cerrado Pé-de-Gigante",-47.578056,-21.612222
"2774","Panicum maximum ","BR","São Paulo","ARIE Cerrado Pé-de-Gigante",-47.566667,-21.6
"2775","Croton floribundus ","BR","São Paulo","A.R.I.E. Cerrado Pé -de-Gigante.",-47.566667,-21.6
"2776","Alchornea triplinervia ","BR","Amazonas","Departamento Rio Negro, Neblina Massif; bongo (dugout) trip along Rio Mawarinuma downstream in N.W. direction drom base camp at mouth of canyon for approx. 4 Km.",-66.166667,-0.833333
"2777","Anadenanthera peregrina ","BR","São Paulo","A.R.I.E. Cerrado Pé-de-Gigante",-47.578056,-21.612222
"2778","Mangifera indica ","BR","Amazonas","Parque Nacional do Jaú",-61.977222,-1.009167
"2779","Panicum maximum ","BR","Goiás","BR-153; km 449 - Paraíso do Norte-GO / Belém-PA.",-48.15,-10.416667
"2780","Alchornea triplinervia ","BR","Bahia","3 Km Sul de Andarai rumo a Mucuge.&nf;Campo rupestre a beira da estrada.&nf;Solo pedregoso-afloramento calcario. Ingreme.",-41.25,-12.833333
"2781","Croton urucurana ","BR","São Paulo","região de Ribeirão Anhumas",-48.833333,-20.433333
"2782","Croton urucurana ","BR","Goiás","Fazenda Saracura, estrada de manutenção das torres da nova linha de transmissão Minacu/Niquelândia. Beira da mata (local úmido).&nf;Mata de galeria estreita (não inundável). Latossolo vermelho-amarelo com cascalho superficial. Relevo acidentado. Futuro",-48.022222,-14
"2783","Senna multijuga ","BR","São Paulo","Parque Estadual da Serra do Mar, Núcleo Cunha, trilha da bacia experiemntal A, floresta ombrófila densa, beira da estrada ao longo do rio Paraibuna",-45.042472,-23.257083
"2784","Alchornea triplinervia ","BR","Bahia","Campo de Ouro Fino (baixo). Em capão de mata com vegetação escassa.",-41.9,-13.25
"2785","Inga marginata ","BR","São Paulo","12 km de Tapiraí em direção a Juquiá, cachoeira do Chá, mata atlântica",-47.560833,-20.029444
"2786","Genipa americana ","BR","Goiás","Mata estacional, km 12 da estrada Guaraní de Goiás/Posse",-46.5,-14
"2787","Inga marginata ","BR","São Paulo","Estação Ecológica de Paulo de Faria",-49.516667,-19.916667
"2788","Anadenanthera peregrina ","BR","São Paulo","Rodovia SP 225, 2 km de Brotas em direção a Jaú",-48.101111,-22.291389
"2789","Alchornea triplinervia ","BR","Bahia","Engenho dos Vieiras, beira do rio do Calado. Carrasco.",-41.866667,-13.283333
"2790","Anadenanthera peregrina ","BR","São Paulo","Rodovia Itararé-Itapeva, próximo ao Rio Verde, cerrado com campo adjacente",-49.216667,-24.1
"2791","Alchornea triplinervia ","BR","Bahia","Salão, 9 Km de Catolés na estrada para In·bia. Carrascal entre rochas areníticas.",-41.883333,-13.25
"2792","Senna multijuga ","BR","São Paulo","ca. 18km da cidade em direção a Apiaí, mata higrófila de encosta",-48.635,-24.578056
